train_dataset,test_dataset,train_feature_type,test_feature_type,model_name,layer_idx,probe_type,regularization,use_scaler,balance_groups,is_cv_result,avg_max_acc,std_max_acc,avg_auroc,std_auroc,avg_auprc,std_auprc,avg_avg_abs_score,std_avg_abs_score,fold_1_max_acc,fold_1_auroc,fold_1_auprc,fold_1_avg_abs_score,fold_2_max_acc,fold_2_auroc,fold_2_auprc,fold_2_avg_abs_score,fold_3_max_acc,fold_3_auroc,fold_3_auprc,fold_3_avg_abs_score,fold_4_max_acc,fold_4_auroc,fold_4_auprc,fold_4_avg_abs_score,fold_5_max_acc,fold_5_auroc,fold_5_auprc,fold_5_avg_abs_score
claims__definitional_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.1,True,False,True,0.9814594192107224,0.005675929187490062,0.9970278861901359,0.0011449994785327562,0.996932627587402,0.0015059043319804895,10.02282074646096,0.6038676640372697,0.9705882352941176,0.9953890898772788,0.9947609553356045,9.057863995529559,0.9873417721518988,0.997634747706422,0.9981795809985982,10.464731187344983,0.9831223628691983,0.996969696969697,0.9961749703298677,9.879914367973946,0.9831223628691983,0.9987778576563623,0.9990144700844897,10.832601917005837,0.9831223628691983,0.9963680387409202,0.9965331611884495,9.878992264450472
claims__evidential_gemini_600_full,claims__evidential_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.1,True,False,True,0.951894331804055,0.006839547796569704,0.9894536885838857,0.0032520756489802056,0.9903114580017925,0.002706348652696623,9.480848116017594,0.354689549007692,0.944206008583691,0.9881373415856175,0.9892898359120003,9.129149152963135,0.9613733905579399,0.995505452402004,0.9956302243655484,9.413027672759414,0.944206008583691,0.9869565217391304,0.9881011849944478,10.161732759137752,0.9527896995708155,0.9866341751587654,0.9889320125364274,9.388712981296244,0.9568965517241379,0.9900349520339109,0.9896040322005394,9.311618013931424
claims__fictional_gemini_600_full,claims__fictional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.1,True,False,True,0.9175000000000001,0.012190615698606494,0.9695004072126261,0.002520458909084914,0.9717308216092638,0.001765275927672153,7.020415518746525,0.3147663454759347,0.9166666666666666,0.9721739130434783,0.9701833878408309,7.098685277477987,0.8958333333333334,0.9655340143145021,0.9694321925700274,7.307132232393422,0.9291666666666667,0.9713809391497639,0.9718613784660103,6.531377732939027,0.9166666666666666,0.9675980767890738,0.9728874285771515,6.79941793253238,0.9291666666666667,0.9708150927663122,0.9742897205922987,7.365464418389808
claims__logical_gemini_600_full,claims__logical_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.1,True,False,True,0.8600000000000001,0.020467134427721433,0.9224716236175061,0.012882550092917548,0.9323733240591447,0.01621280210462494,6.358204814017563,0.3779184889591302,0.8478260869565217,0.9194666666666667,0.9206899432292792,6.054223961546789,0.8391304347826087,0.9007575757575758,0.9101998399562081,5.947137004544661,0.8956521739130435,0.9388295858884095,0.9577518666353262,7.028645087512788,0.8478260869565217,0.9218181818181818,0.9383587064802186,6.347000021777584,0.8695652173913043,0.9314861079566962,0.9348662639946923,6.414017994705994
got__best,got__best,last,last,olmo3-7b-purebase,18,lr,0.1,True,False,True,0.9922324915049987,0.0013946771594453965,0.9987751484379592,0.0007745521911903879,0.9987894892627851,0.0007587712787358177,9.628466438820643,0.15242466670745247,0.9928109273903667,0.9994831720830233,0.9994759384923249,9.624130759179975,0.99137311286844,0.9984742293617812,0.9984630518327687,9.82545611375055,0.9935251798561151,0.9985005881670725,0.9985427050568647,9.489405474822679,0.9935251798561151,0.9997867534559398,0.999789658943914,9.433490544611645,0.9899280575539569,0.9976309991219787,0.9976760919880537,9.769849301738367
sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b-purebase,18,lr,0.1,True,False,True,0.9521585343732994,0.007187992978373654,0.9804770148351427,0.005509955601435666,0.9840889085772482,0.004543467105898442,6.015155793942526,0.2947877154266982,0.9463087248322147,0.9709022116120896,0.9755658985889204,5.976317653439328,0.9563758389261745,0.985856492950768,0.9888442904004117,5.804635173573258,0.9628378378378378,0.9793188458728999,0.9862202754668306,6.531302605978794,0.9425675675675675,0.9803688823959095,0.983887551385856,6.089939804398242,0.9527027027027027,0.9859386413440467,0.9859265270442221,5.6735837323230065
claims__evidential_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.1,True,False,False,0.9465430016863406,0.0018929126745905354,0.9849964026628827,0.0037839919644788965,0.9875986502403269,0.0022677061506797226,9.833780288696289,0.30129795490841027,0.9435075885328836,0.977622572508382,0.9831470600293601,10.081075668334961,0.9494097807757167,0.9857585262577173,0.9882760268545859,9.639019012451172,0.9468802698145026,0.9883463339864468,0.9895056643984455,10.295968055725098,0.9468802698145026,0.9864069000622782,0.9883633689745518,9.510356903076172,0.9460370994940978,0.986847680499589,0.9887011309446905,9.642481803894043
claims__fictional_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.1,True,False,False,0.9549747048903878,0.003136774913615202,0.9826235820377706,0.004558153161155065,0.9866660207738175,0.0025094415098696906,10.018521499633788,0.13114318672058828,0.9578414839797639,0.9870097739507293,0.9893486016411271,9.988627433776855,0.9553119730185498,0.9811971596677369,0.9856236879474816,10.082124710083008,0.9527824620573356,0.9845214972884894,0.9873253239013423,9.876009941101074,0.9586846543001686,0.9859917133277785,0.9886884003894701,9.907355308532715,0.9502529510961214,0.974397765954119,0.9823440899896655,10.238490104675293
claims__logical_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.1,True,False,False,0.9310286677908938,0.009211804575883751,0.9758998319346848,0.007417674846144074,0.9802945095198083,0.0053969552810965524,8.45996551513672,0.2106250229985399,0.9156829679595279,0.9625137566152613,0.9704819200575017,8.287028312683105,0.9426644182124789,0.9837508424593842,0.9862413113979198,8.71546459197998,0.9266441821247892,0.9775173539523786,0.9808764712707689,8.599112510681152,0.9342327150084317,0.9743949222093622,0.9799049412690983,8.14577865600586,0.9359190556492412,0.9813222844370382,0.9839679036037524,8.552443504333496
got__best,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,0.1,True,False,False,0.8768971332209107,0.011261927728205065,0.945484275513367,0.006989357367512001,0.9517689646016156,0.0071984983340940235,14.756847381591797,3.336116456694298,0.866779089376054,0.9401363291236432,0.9464292563170754,15.25861644744873,0.8912310286677909,0.9549636142858361,0.9601767191877841,14.618281364440918,0.8625632377740303,0.9358621807541043,0.9413578618050775,17.793811798095703,0.8760539629005059,0.9452181010041262,0.9519377961164984,17.549739837646484,0.887858347386172,0.9512411523991251,0.9589431895816428,8.563787460327148
