train_dataset,test_dataset,train_feature_type,test_feature_type,model_name,layer_idx,probe_type,regularization,use_scaler,balance_groups,is_cv_result,avg_max_acc,std_max_acc,avg_auroc,std_auroc,avg_auprc,std_auprc,avg_avg_abs_score,std_avg_abs_score,fold_1_max_acc,fold_1_auroc,fold_1_auprc,fold_1_avg_abs_score,fold_2_max_acc,fold_2_auroc,fold_2_auprc,fold_2_avg_abs_score,fold_3_max_acc,fold_3_auroc,fold_3_auprc,fold_3_avg_abs_score,fold_4_max_acc,fold_4_auroc,fold_4_auprc,fold_4_avg_abs_score,fold_5_max_acc,fold_5_auroc,fold_5_auprc,fold_5_avg_abs_score
claims__definitional_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1e-05,True,False,True,0.9409920930397476,0.009509978292674087,0.9793662974687543,0.008407137460810494,0.9818974486584796,0.008285881704804921,0.7523648115169514,0.02733755088561738,0.9243697478991597,0.9626161594665532,0.9658735654779419,0.7125946948944889,0.9409282700421941,0.9825831422018348,0.9865101807699435,0.7379812291853551,0.9451476793248945,0.9829004329004329,0.9819929757910911,0.769309303396618,0.9409282700421941,0.9843278217109993,0.988331871998527,0.7929782822972832,0.9535864978902954,0.9844039310639511,0.9867786492548948,0.7489605478110125
claims__evidential_gemini_600_full,claims__evidential_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1e-05,True,False,True,0.9338500813970697,0.009625915813341447,0.9805986958898523,0.004133803629526687,0.9821604549898071,0.004329297682099768,0.7128118482947554,0.008235840017022562,0.9356223175965666,0.9827586206896551,0.9841571294361446,0.7126063965660653,0.9484978540772532,0.9858532272325377,0.9874589596399591,0.7029499199799132,0.9184549356223176,0.9755342667649226,0.9762491375698802,0.7278615575621231,0.9313304721030042,0.9829419583517944,0.9850568400183198,0.7115331011337204,0.9353448275862069,0.9759054064103517,0.9778802082847318,0.7091082662319554
claims__fictional_gemini_600_full,claims__fictional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1e-05,True,False,True,0.865,0.0056519416526044225,0.9327500715704373,0.010376323727258234,0.9331840506028304,0.009845577337476406,0.39356738301401084,0.015137802569134967,0.8583333333333333,0.9391304347826087,0.9321762469987069,0.39964007676767255,0.8708333333333333,0.9407963310402335,0.9407194032555947,0.39849786480935545,0.8583333333333333,0.9255348707974438,0.9181170116413089,0.3636044086731422,0.8666666666666667,0.9158246812068845,0.928414917012099,0.4049262790151885,0.8708333333333333,0.9424640400250157,0.9464926741064422,0.40116828580469543
claims__logical_gemini_600_full,claims__logical_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1e-05,True,False,True,0.8269565217391304,0.026575142243367177,0.875714510767452,0.030571323350620096,0.8947266717324786,0.02751447036367047,0.26269883737631033,0.007134090536062645,0.7869565217391304,0.8335238095238096,0.8493227329955672,0.2549204778050072,0.8260869565217391,0.8759848484848485,0.8852567809401863,0.2609707788948812,0.8434782608695652,0.9003709591944886,0.92177957669885,0.27161984847193626,0.8130434782608695,0.8516666666666668,0.8925876429995594,0.27044913381529573,0.8652173913043478,0.9170262699674464,0.9246866250282295,0.25553394789443135
got__best,got__best,last,last,olmo3-7b-purebase,18,lr,1e-05,True,False,True,0.9883483234979235,0.0029282573042366798,0.9987224699859516,0.0005450537428269559,0.9986091085247807,0.0006317155794924531,2.0113192638554453,0.015025567597754905,0.9920920201294033,0.9985590837674688,0.9983171327172762,2.027977681512548,0.98705966930266,0.9984866340011164,0.9982363470301164,1.9870142183407187,0.9899280575539569,0.9991508855642262,0.999191674314905,2.0107286623277836,0.9892086330935251,0.9994886223652147,0.9994952868450455,2.0048000801921138,0.983453237410072,0.9979271242317314,0.9978051017165603,2.0260756769040618
sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b-purebase,18,lr,1e-05,True,False,True,0.8005260293850898,0.027118990383377325,0.8718015724191183,0.030960354565678416,0.873540390846682,0.030530547050975538,0.23602446739887656,0.0065399694641888155,0.7885906040268457,0.8700508986081708,0.8779704575008411,0.2298442048991231,0.8221476510067114,0.8851403089950903,0.881294685872271,0.23410016178479928,0.8412162162162162,0.9174123447772095,0.9166575453706844,0.24839920397459794,0.7837837837837838,0.8643626734842951,0.8703088779500892,0.23609235067057666,0.7668918918918919,0.8220416362308254,0.8214703875395241,0.23168641566528586
claims__evidential_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1e-05,True,False,False,0.924114671163575,0.0011924229025068046,0.965343851397274,0.0005637917445008086,0.9733512630439598,0.0004215538348167852,0.7045578718185425,0.004211094416059278,0.9224283305227656,0.9644048468785635,0.9725349647783479,0.7102325558662415,0.924114671163575,0.9656902195086579,0.9736153422678728,0.7022116184234619,0.9249578414839797,0.9660997187536435,0.9736772745097764,0.7078136801719666,0.9258010118043845,0.9653006264769699,0.973565828829129,0.7043221592903137,0.9232715008431703,0.9652238453685351,0.9733629048346732,0.6982093453407288
claims__fictional_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1e-05,True,False,False,0.9156829679595277,0.002770940425827139,0.9576936092524079,0.001142164867102329,0.9660944858914233,0.000978406510440948,0.4647649466991425,0.007292027184447764,0.9173693086003373,0.9593003250400258,0.9671994833805205,0.45504230260849,0.918212478920742,0.9586917636620607,0.9668750296011538,0.4569718539714813,0.9148397976391232,0.9572044851542304,0.9657194953236743,0.4715617895126343,0.9106239460370995,0.9561522995941976,0.9644241616607356,0.46825867891311646,0.9173693086003373,0.9571191728115251,0.9662542594910325,0.47199010848999023
claims__logical_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1e-05,True,False,False,0.9291736930860033,0.003414579549969093,0.9734092802766394,0.0019501659285232082,0.978785487726449,0.001571882069177784,0.2523606836795807,0.006780321336544936,0.9249578414839797,0.9723104573025942,0.9780629292757723,0.25047123432159424,0.9300168634064081,0.9748755150732692,0.9799103815480447,0.25949785113334656,0.9258010118043845,0.9702913985252339,0.9762154453085895,0.2419254034757614,0.9308600337268128,0.9737465484048015,0.9789715677756429,0.2601024806499481,0.9342327150084317,0.9758224820772987,0.980767114724196,0.2498064488172531
got__best,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1e-05,True,False,False,0.9264755480607082,0.0006309708915302,0.9760784191054148,0.00031376699756848733,0.9803039410527072,0.0002449337230679118,1.2576995134353637,0.006316162290245034,0.9258010118043845,0.9757741384164322,0.9800918135304328,1.247681736946106,0.9266441821247892,0.9759931067627093,0.980212397778928,1.2618414163589478,0.927487352445194,0.9765931369064037,0.9806850692966453,1.2664821147918701,0.9266441821247892,0.9762604187698528,0.9804869394362138,1.255698561668396,0.9258010118043845,0.9757712946716754,0.980043485221316,1.256793737411499
