train_dataset,test_dataset,train_feature_type,test_feature_type,model_name,layer_idx,probe_type,regularization,use_scaler,balance_groups,is_cv_result,avg_max_acc,std_max_acc,avg_auroc,std_auroc,avg_auprc,std_auprc,avg_avg_abs_score,std_avg_abs_score,fold_1_max_acc,fold_1_auroc,fold_1_auprc,fold_1_avg_abs_score,fold_2_max_acc,fold_2_auroc,fold_2_auprc,fold_2_avg_abs_score,fold_3_max_acc,fold_3_auroc,fold_3_auprc,fold_3_avg_abs_score,fold_4_max_acc,fold_4_auroc,fold_4_auprc,fold_4_avg_abs_score,fold_5_max_acc,fold_5_auroc,fold_5_auprc,fold_5_avg_abs_score
claims__definitional_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b,18,lr,0.01,True,False,True,0.9620714108428181,0.01026026599365271,0.9899443765204741,0.00444135636729351,0.9901941840403927,0.004291481905867005,5.6818776885808235,0.13377837175119897,0.9453781512605042,0.9821238561396042,0.9828483668262848,5.484633575529443,0.9620253164556962,0.9881020642201834,0.987846393351737,5.872815081343726,0.9704641350210971,0.9941558441558442,0.9934965098815093,5.619246171454382,0.9746835443037974,0.9935298346513299,0.9941902418140534,5.778884749479372,0.9578059071729957,0.9918102834354081,0.9925894083283786,5.653808865097194
claims__evidential_gemini_600_full,claims__evidential_gemini_600_full,last,last,olmo3-7b,18,lr,0.01,True,False,True,0.9527490010359626,0.009787252001155931,0.9914948421342185,0.0032977618863699173,0.9919505099682109,0.003010180965721661,5.735914421570678,0.1624333532449146,0.9613733905579399,0.9945475979958739,0.9948120606413814,5.630243102886781,0.9399141630901288,0.9863689949896847,0.987808288445304,5.629687367559858,0.944206008583691,0.9893146647015476,0.9895055516912481,6.055872703047969,0.9656652360515021,0.9952001181509378,0.9956896905221212,5.706990072198736,0.9525862068965517,0.9920428348330483,0.9919369585410002,5.65677886216005
claims__fictional_gemini_600_full,claims__fictional_gemini_600_full,last,last,olmo3-7b,18,lr,0.01,True,False,True,0.9191666666666667,0.017598926734952374,0.9720043754870316,0.005565120773965217,0.9754106191264462,0.00593552246697615,4.660438142991731,0.09009576789536901,0.9208333333333333,0.9703652173913043,0.9720163233538724,4.592417396587263,0.9166666666666666,0.9707456048919464,0.9741475537724525,4.529260374835273,0.8958333333333334,0.9649902750764101,0.9673775205208616,4.784635794695514,0.9125,0.9718486516619051,0.9787574327784186,4.681904442701393,0.95,0.9820721284135919,0.9847542652066253,4.71397270613921
claims__logical_gemini_600_full,claims__logical_gemini_600_full,last,last,olmo3-7b,18,lr,0.01,True,False,True,0.8756521739130436,0.017304129340984704,0.9404087979958569,0.007368233701673875,0.9481003353686491,0.005950627928221883,4.047440043113698,0.33985990602513977,0.8826086956521739,0.9461333333333334,0.9438613971275192,3.9196946017848036,0.8434782608695652,0.9258333333333334,0.939378114747858,3.7234675230780163,0.8782608695652174,0.9435233552880612,0.9492817853414116,4.6993180371087595,0.8956521739130435,0.9434848484848485,0.9564627935962884,3.872294226622356,0.8782608695652174,0.9430691195397077,0.9515175860301681,4.0224258269745565
got__best,got__best,last,last,olmo3-7b,18,lr,0.01,True,False,True,0.9817311700603572,0.0030418900650239335,0.9975033547827671,0.0009576954368124331,0.9972123736038819,0.0014786992932061896,6.262535577298027,0.06552351473864983,0.9863407620416966,0.999133796411147,0.9991695234174776,6.300932740714036,0.9820273184759166,0.9976141743678802,0.9978193531794867,6.195019971547579,0.983453237410072,0.9976328346339282,0.9980272672498807,6.182175349577893,0.9784172661870504,0.9968406385802335,0.995947684643411,6.355897444237358,0.9784172661870504,0.9962953299206467,0.9950980395291535,6.27865238041327
sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b,18,lr,0.01,True,False,True,0.9184427716306912,0.01207596045634818,0.9646447779927128,0.007102847416226016,0.9677089557569243,0.009944389008450934,3.258254842952026,0.15187263929890926,0.9161073825503355,0.9582451240935093,0.965750611064454,3.235372270499151,0.9362416107382551,0.9713976847889735,0.975950408267672,3.315169756627612,0.9222972972972973,0.9724251278305333,0.9780000167619759,3.3755552675796383,0.8986486486486487,0.9545745069393718,0.9499498008843267,3.3903784750535126,0.918918918918919,0.9665814463111759,0.968893941806193,2.974798445000215
claims__evidential_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b,18,lr,0.01,True,False,False,0.939797639123103,0.003181781157523299,0.9760027754948828,0.00037173128637984197,0.9818791934273545,0.0004370317929836347,5.447868347167969,0.12830413321169748,0.9342327150084317,0.9759788880389253,0.9812011093141587,5.342283725738525,0.9426644182124789,0.9766357930777565,0.9823909366280462,5.517172813415527,0.9426644182124789,0.976129606511038,0.982255626566066,5.6693315505981445,0.9409780775716695,0.9756717636051858,0.981960605744863,5.3643927574157715,0.9384485666104553,0.9755978262415078,0.9815876888836379,5.346160888671875
claims__fictional_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b,18,lr,0.01,True,False,False,0.9372681281618886,0.0043519352109827976,0.9804896359722337,0.002208867752032783,0.9832787193959704,0.0013156441076694312,5.667194747924805,0.20814967947388327,0.9418212478920742,0.980938378894864,0.9833483513127856,5.620525360107422,0.9409780775716695,0.9818028773009451,0.9840852401065836,5.923447608947754,0.9333895446880269,0.980514660926094,0.9831647969770398,5.853827476501465,0.93929173693086,0.9828266254134094,0.9848592104023912,5.335927963256836,0.9308600337268128,0.9763656373258562,0.9809359981810524,5.602245330810547
claims__logical_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b,18,lr,0.01,True,False,False,0.927150084317032,0.005401557294450904,0.9738074045425981,0.003076637766493617,0.9762092038888588,0.002231862206300486,4.5170516014099125,0.2065868173580778,0.9325463743676222,0.9761040128082265,0.9761637093528581,4.615382671356201,0.9266441821247892,0.9736583923173392,0.9755836312834147,4.462739944458008,0.9317032040472175,0.9739512980272943,0.9769432413598164,4.796943187713623,0.927487352445194,0.9770993234731223,0.9796397874742939,4.54214334487915,0.9173693086003373,0.9682239960870073,0.9727156499739109,4.168048858642578
got__best,claims__definitional_gemini_600_full,last,last,olmo3-7b,18,lr,0.01,True,False,False,0.8455311973018549,0.009619535040102324,0.9059135672218603,0.012418079842717355,0.9085404235008541,0.012434381928554046,4.865452003479004,0.38722533823948496,0.8431703204047217,0.8969967211622953,0.8974838470703386,4.9882588386535645,0.8397976391231029,0.9068645154685495,0.9087740965335064,4.3883514404296875,0.8431703204047217,0.9000651217549318,0.9053387965575996,4.796901226043701,0.8372681281618887,0.8960725041163206,0.8990879894098495,4.622499465942383,0.8642495784148398,0.9295689736072049,0.9320173879329773,5.531249046325684
