train_dataset,test_dataset,train_feature_type,test_feature_type,model_name,layer_idx,probe_type,regularization,use_scaler,balance_groups,is_cv_result,avg_max_acc,std_max_acc,avg_auroc,std_auroc,avg_auprc,std_auprc,avg_avg_abs_score,std_avg_abs_score,fold_1_max_acc,fold_1_auroc,fold_1_auprc,fold_1_avg_abs_score,fold_2_max_acc,fold_2_auroc,fold_2_auprc,fold_2_avg_abs_score,fold_3_max_acc,fold_3_auroc,fold_3_auprc,fold_3_avg_abs_score,fold_4_max_acc,fold_4_auroc,fold_4_auprc,fold_4_avg_abs_score,fold_5_max_acc,fold_5_auroc,fold_5_auprc,fold_5_avg_abs_score
claims__definitional_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1.0,True,False,True,0.9806190830762684,0.007301488119260874,0.9964443445178766,0.001975900527400801,0.9963635625691012,0.0023032712212168426,15.465449463941379,0.7638993907156069,0.9663865546218487,0.9932609775129461,0.9926902436085614,14.54740847720434,0.9831223628691983,0.9976347477064221,0.9981748638054199,16.083496867096116,0.9831223628691983,0.9961760461760462,0.9955336580989075,15.533096253434923,0.9873417721518988,0.9992092020129403,0.999358651201983,16.49303960027479,0.9831223628691983,0.9959407491810284,0.9960603961306342,14.670206121696728
claims__evidential_gemini_600_full,claims__evidential_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1.0,True,False,True,0.9441579103152286,0.00858423000251964,0.9868840291328226,0.004216871714448722,0.9880483394569094,0.003566968624412606,12.865296990566168,0.6868967865386989,0.9399141630901288,0.9849690539345712,0.9870136940033762,12.42401562051339,0.9570815450643777,0.9946212791040377,0.9948505493609552,11.755029193764473,0.9313304721030042,0.9839351510685335,0.9844559246936989,13.63315093686462,0.9484978540772532,0.9829419583517944,0.9862520005014107,13.124812884297974,0.9439655172413793,0.9879527032051759,0.9876695287251057,13.38947631739038
claims__fictional_gemini_600_full,claims__fictional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1.0,True,False,True,0.9141666666666666,0.013333333333333327,0.9671076429121788,0.003400094014350546,0.9695641636738224,0.0024210800149060134,10.160641172595593,0.6230359117686961,0.9166666666666666,0.9693913043478262,0.9668203008170846,9.948667009399156,0.8916666666666667,0.9618511569731082,0.9666462612297093,10.842174429860373,0.925,0.9705473742706306,0.9711418577472068,9.182245861481995,0.9083333333333333,0.9643230436903352,0.9705025085115141,9.99988848647525,0.9291666666666667,0.9694253352789939,0.9727098900635971,10.830230075761186
claims__logical_gemini_600_full,claims__logical_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1.0,True,False,True,0.8495652173913044,0.01773572004727927,0.9112321408956703,0.014238951484962185,0.9222695857318124,0.016982699712446134,9.320752447755996,0.4797197579127828,0.8434782608695652,0.9065142857142857,0.9095139937855654,8.963432916392634,0.8347826086956521,0.8896212121212121,0.9012783590280806,8.796595661251168,0.8826086956521739,0.932318873495344,0.9507294621300364,10.18559282638102,0.8347826086956521,0.9081060606060606,0.9276318138714816,9.3203989529924,0.8521739130434782,0.919600272541449,0.9221942998438976,9.337741881762767
got__best,got__best,last,last,olmo3-7b-purebase,18,lr,1.0,True,False,True,0.9916570553765471,0.0009760164336653805,0.9983549528642479,0.0009920398571421213,0.9981869317349931,0.0011624271181324402,15.515302275992122,1.0934702399365723,0.9920920201294033,0.9992805755395683,0.9992789057185663,14.835443967853733,0.99137311286844,0.9981000227418387,0.9979650670707252,17.212054681504164,0.9928057553956835,0.9976659708070316,0.9974553526038056,15.375072086932605,0.9920863309352518,0.9996915171352915,0.9996940152037682,14.020259511493581,0.9899280575539569,0.9970366780975101,0.9965413180781001,16.13368113217652
sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,sycophancy_v2__data/sycophancy_v2/olmo3-7b/pairs/sycophancy_pairs_26-03-03_02:24:05.csv,last,last,olmo3-7b-purebase,18,lr,1.0,True,False,True,0.9508117177580265,0.011586437925138181,0.9800289055083397,0.006718234701341055,0.9838463365253542,0.005463957293229545,9.156655021222557,0.4320414389001078,0.9395973154362416,0.967929372550786,0.9733453477799748,9.22775841495802,0.959731543624161,0.985721363902527,0.9889843806310539,8.68999153928838,0.9662162162162162,0.9789992695398102,0.9861552799776816,9.913999481004755,0.9358108108108109,0.9807341124908693,0.9842311455509773,9.164778615379111,0.9527027027027027,0.9867604090577065,0.9865155286870833,8.786747055482511
claims__evidential_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1.0,True,False,False,0.9386172006745361,0.008387743754095033,0.9816743400379355,0.005266126793976819,0.9844039496981717,0.0033482624554731686,14.534465789794922,0.8903411015063348,0.9283305227655987,0.9714857713231091,0.9782453417642969,15.11845874786377,0.9477234401349073,0.9845669972045988,0.9868093568554114,13.002756118774414,0.9333895446880269,0.9837252487565726,0.9848057983983532,15.342780113220215,0.9342327150084317,0.9822322827592287,0.984268188554165,14.050422668457031,0.9494097807757167,0.9863614001461685,0.9878910629186323,15.15791130065918
claims__fictional_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1.0,True,False,False,0.9541315345699832,0.0032261596070335477,0.9818580459492278,0.0048043057815203944,0.9860133398734172,0.002650100548803584,14.623834609985352,0.49175037593067056,0.954468802698145,0.9864069000622782,0.988826939942131,14.060440063476562,0.9561551433389545,0.980383848667279,0.9849260032215715,15.234481811523438,0.9519392917369308,0.9837024987985178,0.986509083358903,14.057209968566895,0.9586846543001686,0.9856049640408475,0.988315699815748,14.706247329711914,0.9494097807757167,0.9731920181772166,0.9814889730287326,15.06079387664795
claims__logical_gemini_600_full,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1.0,True,False,False,0.9263069139966273,0.010910506657417747,0.9719885453961193,0.009035666708249958,0.9768433585581533,0.0067593197330178875,12.627509117126465,0.2398240637908767,0.9055649241146712,0.9548328020270211,0.9638541155068816,12.623330116271973,0.9367622259696459,0.980457786030957,0.9829903377576129,12.847875595092773,0.927487352445194,0.974178797607842,0.978201697219282,12.752878189086914,0.9333895446880269,0.9723843946662724,0.9779956000654733,12.16954517364502,0.9283305227655987,0.9780889466485047,0.9811750422415169,12.743916511535645
got__best,claims__definitional_gemini_600_full,last,last,olmo3-7b-purebase,18,lr,1.0,True,False,False,0.861214165261383,0.015662101478585228,0.933596853680801,0.010542035843650646,0.9415439448233981,0.010788335956446932,28.470647239685057,7.321355722738491,0.8591905564924115,0.9326459054341119,0.939384650723758,30.28887176513672,0.8836424957841484,0.9498249675102162,0.9571641268951654,27.7303466796875,0.8389544688026982,0.9194111173357524,0.9263309067107413,34.339111328125,0.851602023608769,0.9263583857767262,0.9353377610411748,35.136295318603516,0.872681281618887,0.9397438923471985,0.9495022787461515,14.858611106872559
